Work ID,Title,Author,Series,First Publisher,Last Updated By,Thumbnail Picture,Ratings
86623,All-Rounders!! I was reincarnated as a little girl. I can't stay at home so I'm going on an adventure with an old man.,"Hirano Sei
[Manga]

Saetomi Yuu
[Original Story]

Mataichi Mataro
[Character Design]","Monthly Comp Ace ongoing
[2022]
Notes: April 2022 issue onwards",Fushimi-an (2022-09-14 23:25:28),Fushimi-an (2022-09-14 23:25:28),,4
33645,All-Rounder Meguru,Hiroki Endo,"Evening Serialization ended
[2008-March 2016]
Notes Issue 24, 2008-Issue 7, 2016",Morizaru (2015-06-26 18:54:08),Tofana Water (2016-05-23 21:22:57),,3
2253,All Red,Masumi Kawaso,,Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2017-11-18 01:35:46),,4
63559,Ole! Romance,Kimiko Uehara (Kimiko Uehara),,Morizaru (2018-10-26 22:24:27),Morizaru (2018-10-26 22:24:27),,3
37146,OREN'S,"Kazu Yanse
[Illustrator]

Hiroshi Takahashi
[Original Story]","Currently serialized in Bessatsu Young Champion
[September 2015]
Notes: October 2015 issue (released September 1st) ~",Morizaru (2015-09-03 21:13:14),Morizaru (2016-06-04 21:10:03),,3
44408,Aurora King of Demons,Maya Mineo,"Monthly Comic Ryu [Paperback: 2006-2018] Serialization ended
[November 2009 - September 2010]
Notes January 2010 issue - November 2010 issue",Tofana Water (2016-05-08 10:28:08),Tofana Water (2016-05-08 10:28:08),,5
28542,Aurora 7,Mitsuru Sugaya,TV Magazine serialization ended,Mangaseek Editorial Department (2004-01-21 22:23:41),Kono (2015-07-20 10:13:20),,2
96727,AURORA NODE,Box one,"Shonen Jump+ serialization ended
[July 2021 - August 2022]
Notes: Published from July 21, 2021 to August 3, 2022",Morizaru (2023-11-19 23:00:13),Morizaru (2023-11-19 23:00:13),,2
6757,Aurora's Fang,Reiji Matsumoto,"Weekly Shonen Sunday One-shot
[September 1975]
Notes: Issue 40, 1975 (October 5th issue)",Mangaseek Editorial Department (2002-11-16 15:31:03),Masuke (2016-12-14 10:33:01),,2
34971,Aurora Silver Wings,Matsuda Mirai,Garaku.mag,Masuke (2015-07-20 15:40:21),Masuke (2015-08-18 10:54:56),,3
23181,Under the Aurora,Honjo Kei,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:06:00),,5
28815,Aurora Borealis Night,Otoki Miki,"Newly drawn
[January 1992]",Mangaseek Editorial Department (2004-03-04 14:56:53),Kono (2015-07-20 10:13:40),,2
18428,Aurora City,Osamu Yamamoto,"Big Comic serialization ended
[June 1998 - January 1999]
Notes July 10, 1998 issue - February 10, 1999 issue",Mangaseek Editorial Department (2007-06-06 22:49:33),Masuke (2016-01-06 18:37:05),,1
49607,Aurora Borealis Day,Mutsumi Tsugumo,"Seventeen serialization ended
[1971-1972]",Masuke (2017-02-12 16:13:25),Masuke (2017-02-12 16:27:23),,4
24027,Aurora Broadcasting Station,Hiroshi Masumura,"LC Mystery serialization ended
[1992]",Mangaseek Editorial Department (2003-01-03 20:53:03),Kono (2015-07-20 10:11:30),,4
9465,Oh! We are the inferior student council,"Mayumi Aida
Masterpiece","Hana to Yume serialization ended
[1979]
Notes: From issue 20, 1979 (end of serialization unknown)
Bessatsu Hana to Yume
[1980]
Notes: Spring 1980 issue",Mangaseek Editorial Department (2002-11-16 15:31:03),Masuke (2017-05-03 11:00:20),,2
53221,Oh! We are the Inferior Student Council - Extra Edition - My Brother Will Forgive Me!,Mayumi Aida,"Hana to Yume special edition, one-shot story
[1982]
Notes: Large special edition published in September 1982",Morizaru (2017-05-28 22:39:00),daisuke (2022-11-29 14:43:55),,5
43430,OH! One-derful,Yukio Sakai,"YOUNG LEED COMIC
[1986]
Notes: September 1986 issue (first issue)",Morizaru (2016-03-17 21:59:56),Morizaru (2016-03-17 21:59:56),,1
68229,I'll be your partner♡,Koichi Mitaka,"Weekly Shonen Sunday One-shot
[1983-1983]
Notes: Issue 48 (first part) to Issue 49 (second part) 1983",Masuke (2019-08-03 13:57:12),Masuke (2019-08-03 13:57:12),,1
92752,Who is the opponent?,Yoko Shoji,"Bessatsu Friend [1965-1984] One-shot story

Notes January 1970 issue",Morizaru (2023-05-01 13:00:59),Morizaru (2023-05-01 13:00:59),,4
65783,Sorry!,Yuko Chika,"Afternoon serialization ended
[October 2018 - July 2019]
Notes December 2018 issue - September 2019 issue",Masuke (2019-04-29 10:10:35),Masuke (2019-04-29 10:10:35),,2
41755,oasis,That's it,,Morizaru (2016-01-21 21:14:08),Morizaru (2016-01-21 21:14:08),,5
25841,Ikoi-so - The subsequent love affairs of the residents,Kazumi Ooya,"Newly drawn
[April 2003]
Notes: Included in the comic ""Oasis Project!""",Mangaseek Editorial Department (2003-04-15 01:25:20),Kono (2015-07-20 10:11:42),,2
16114,Oasis Dancer♪,Ejiri Tatsumi,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:11:18),,5
25840,Oasis Project!,Kazumi Ooya,"CIEL serialization ended
[March 2002 - July 2002]",Mangaseek Editorial Department (2003-04-15 01:23:16),Kono (2015-07-20 10:11:42),,2
10921,How does it taste?,Setsuko Miyama,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:10:22),,2
15667,How does it taste?,Tsurugi Motoaki,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:11:15),,2
9318,What does it taste like?,Minami Ryouko,"Magazine GREAT serialization ended
[1994-1995]
Notes: May 1994 issue, September 1994 issue, January 1995 issue, April 1995 issue, July 1995 issue, September 1995 issue, January 1996 issue",Mangaseek Editorial Department (2002-11-16 15:31:03),daisuke (2023-11-03 15:59:50),,1
57109,You'll have to wait.,Hanatani Gloss,,Morizaru (2017-11-26 22:32:38),Morizaru (2017-11-26 22:32:38),,3
94411,Wait,Frog,"COMIC Kairakuten One-shot
[June 2023]",Fushimi-an (2023-07-06 23:55:39),Fushimi-an (2023-07-06 23:55:39),,5
54516,Kiss withheld,Yoko Miyata,"Shojo Comic special edition, one-shot
[1979]
Notes: Weekly Shojo Comic, April 28, 1979, Deluxe special edition",Monaka (2017-07-22 00:32:34),Monaka (2017-07-22 00:32:34),,5
80499,Fireworks on hold,Hekaton,"COMIC Popuri Club One-shot
[2005]
Notes September 2005 issue",Fushimi-an (2021-05-18 19:00:43),Fushimi-an (2021-05-18 19:00:43),,1
21314,Doggies on hold,Misaki Kogawa,"Stencil
[January 2002]
Notes January 2002 issue",Mangaseek Editorial Department (2004-07-29 18:37:18),Yanako (2016-01-19 09:25:19),,4
80643,Play time,Misao.,,Fushimi-an (2021-05-25 23:10:03),Fushimi-an (2021-05-25 23:10:03),,4
77252,Playful couple,Hara Taira,"Magazine data unknown/unregistered One-shot
[October 1964]
Notes: Weekly Manga Ace (published by Koseisha), October 23, 1964 issue",daisuke (2021-02-07 14:37:43),daisuke (2021-02-07 14:37:43),,4
56812,A perfect woman,Mayumi Yokoyama,,Morizaru (2017-11-25 19:56:47),daisuke (2022-11-08 16:46:46),,5
21405,I hope you have a good day.,Yamada Yugi,"Novel June
[April 1998]",Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:06:58),,3
19792,◯I◯I・Hey hey,Ishii Hisaichi,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:07:32),,5
60910,Hey hey century eggs!!,Risa Ito,"Kiss ongoing series
[March 2018]
Notes: May 2018 issue (released March 24th) ~",Morizaru (2018-05-31 20:57:57),Morizaru (2023-05-31 21:28:14),,1
44376,Hey!! Auntie,Izumi Katsuki,"Monthly Shonen Champion serialization ended
[April 2011 - April 2015]
Notes May 2011 issue - May 2015 issue",Morizaru (2016-05-07 23:17:32),Morizaru (2016-05-07 23:17:32),,5
81669,Tailwind Jin,Yoshitaka Ushigi,"Manga Time Kirara Forward Serialization Ended
[July 2021 - June 2023]
Notes September 2021 issue (released July 21st) - August 2023 issue (released June 23rd)",Hyakumi (2021-08-01 00:30:16),Hyakumi (2021-08-01 00:30:16),,4
61773,A Woman Named Oiku,Toshioki Amano,"Big Comic Special Issue [Published five times a year (marked as ""Special Issue of Month"")] One-shot
[1972]
Notes 1972 New Year Special Issue (special issue published on February 1, 1972)",Morizaru (2018-07-13 00:39:33),daisuke (2022-09-03 14:18:13),,5
70995,Princess stuck in the pond,Akiko Kimura,"LaLa One-shot
[1982]
Notes August 1982 issue",Monaka (2020-06-02 10:11:54),Monaka (2020-06-02 10:11:54),,5
40953,Skip Tracer: Ginji the Chaser,"Jiro Ueno

Composition
Ryoji Sato
[Illustration]
The book is called ""manga""
Shuichi Araki
[Original Concept]
Original Concept Supervision","Weekly Comic Bunch End of serialization
[August 2003 - March 2004]
Notes Issue 39, 2003 (September 12, 2003 issue) - Issue 16, 2004 (April 2, 2004 issue)",Morizaru (2015-12-26 23:35:03),daisuke (2022-12-19 17:20:30),,1
55024,Delicious fairy,Dad,Currently serialized in Gangan Online,Kono (2017-08-22 21:23:25),Kono (2017-08-22 21:23:25),,4
77831,Delicious part-time job,Kudo Eaves,,Fushimi-an (2021-02-23 23:50:52),Fushimi-an (2021-02-23 23:50:52),,5
20469,Delicious man,B.T. Azuma,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:07:23),,4
18687,How to make a delicious man,Yukari Ichijo,"Margaret [published twice a month] [1988-] Serialization ended
[1988-1988]
Notes Issues 7-9, 1988",Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2020-03-05 16:26:51),,5
18692,How to make a good man - and I became independent -,Yukari Ichijo,"Margaret [published twice a month] [1988-] One-shot
[1990]
Notes Issue 10, 1990",Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:07:49),,3
18689,How to make a delicious man Part 2,Yukari Ichijo,"Margaret [published twice a month] [1988-] Serialization ended
[1989-1989]
Notes Issues 9-13, 1989",Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2020-03-05 16:35:36),,3
39595,Delicious scent,Fish gnome,,Masuke (2015-11-12 22:07:28),Masuke (2015-11-12 22:07:28),,2
25547,Delicious domestic romance,Mizukami Shin,"Kanon MAX
[2000]
Notes vol.4 ""Crazy Fruit/Dangerous Pleasure Special""",Mangaseek Editorial Department (2003-03-26 21:43:40),Kono (2015-07-20 10:11:43),,3
33201,Delicious God,Toru Fujisawa,"Weekly Shonen Sunday End of serialization
[September 2014 - October 2015]
Notes Issue 43, 2014 - Issue 48, 2015",hayashi17 (2015-06-07 14:48:55),Tofana Water (2016-05-25 22:32:53),,3
12493,A delicious relationship,Emiko Taniguchi,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:10:48),,1
1071,A delicious relationship,Mariko Iwadate,"Weekly Margaret [1963-1987] End of serialization
[March 1984 - 1984]
Notes Issue 17 (April 13th issue) - Issue 31, 1984",Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2019-03-06 22:22:07),,3
6575,A delicious relationship,Satoru Makimura,YOUNG YOU serialization ended,Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2019-03-06 22:36:25),,2
58833,Give me a delicious kiss!!,Asakura Miyuki,,Morizaru (2018-02-15 03:25:45),Morizaru (2018-02-15 03:25:45),,1
22128,Delicious Ginza,"Ikuko Sakagawa
[Illustrator] Major Work

Tsukumomori
[Original Story]",Office YOU,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:06:38),,1
96717,How to make delicious coffee,"Aonuma Yuuki
[Art]

Murayama Yuka
[Original Story]

Suzumemura Ao
[Composition]

Yufu
[Illustration]","Shonen Jump+ serialization ended
[October 2019 - October 2022]
Notes: Published from October 2, 2019 to October 12, 2022",Morizaru (2023-11-19 21:52:14),Morizaru (2023-11-19 21:52:14),,2
11604,How to enjoy delicious love,Morinaga Mari,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:10:36),,3
81739,Delicious sushi,Okara,"COMIC Kairakuten One-shot
[July 2021]",Fushimi-an (2021-08-05 23:38:41),Fushimi-an (2024-02-18 21:52:05),,4
10462,Good job,Kyoko Kai,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:10:13),,2
72353,Delicious food,Kimio Tamako,Magazine data unknown/unregistered One-shot,Fushimi-an (2020-09-09 01:31:48),Fushimi-an (2020-09-09 01:31:48),,5
17547,Delicious STUDY,Yuu Watase,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:11:29),,4
82496,It's delicious!,Shuichi Nakamaru,"Bears Club One-shot
[July 1990]
Notes September 1990 issue (released July 25, 1990)",Morizaru (2021-09-23 00:47:11),Morizaru (2021-09-23 00:47:11),,3
89869,Delicious food,Nashio,"Manga Time Special One-shot
[February 2013 - March 2015]
Notes: Featured as a guest in the April 2013 issue - May 2015 issue",Hyakumi (2023-01-22 18:26:17),Hyakumi (2023-01-22 18:26:17),,4
99209,I want to eat some delicious eggs.,Ito Shizuka,"Magazine data unknown/unregistered One-shot
[2023]
Notes: ""Omoumai Shokudo""",Fushimi-an (2024-01-20 22:07:31),Fushimi-an (2024-01-20 22:07:31),,3
22303,It's good that it's delicious!,Mieko Osaka,,Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2020-01-06 23:23:49),,1
88780,Delicious Curse,Soga Royo,"Horror M One-shot
[November 1994]
Notes December 1994 issue",Morizaru (2022-12-25 01:22:11),Morizaru (2022-12-25 01:22:11),,5
75071,Delicious Valentine's Day,Kanao Araki,,Fushimi-an (2020-11-30 23:28:57),Fushimi-an (2020-11-30 23:28:57),,4
44999,Tsuge Bun's Delicious Fukushima Travelogue,Tsuge Bun,,Guest (2016-05-30 19:23:03),Guest (2016-05-30 19:23:03),,5
37775,A delicious learning evening,"Masakazu Ooi
[Illustrator]

Kazuhiro Kitajima
[Original Story]","Morning Two serialization ended
[2011-2012]
Notes: Issue 44, 2011 - December 2012",Guest (2015-09-14 00:20:28),Guest (2015-09-14 00:20:28),,2
7657,Delicious Water,Kimio Yanagisawa,,Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2016-08-20 22:13:08),,5
54086,"""It's delicious!"" I wanted to say ~Curry Ramen~",Hakamada Mera,"Itadakimasu Happy Meal One-shot
[December 2016]
Notes ⑥ (Published December 27, 2016)",Morizaru (2017-07-09 12:29:45),Morizaru (2017-07-09 12:29:45),,1
46650,Delicious Russia,Siberian girl,,Tofana Water (2016-09-08 20:58:41),Tofana Water (2016-09-08 20:58:41),,2
6141,I'll give you something delicious!,Miyako Fujiomi,,Mangaseek Editorial Department (2004-05-08 11:22:59),Masuke (2015-10-30 08:22:15),,3
71986,Delicious but delicious rice,Abe Kanari,"Newly drawn Newly drawn
[February 2015]
Notes Included in ""Girl Food ~Girls' Food Anthology~"" Volume 1 (released February 27, 2015)",Hyakumi (2020-09-04 20:54:22),Hyakumi (2020-09-04 20:54:22),,4
30552,Delicious food,Minazuki twins,"Manga Time Special serialization ended
[June 2004]",Mangaseek Editorial Department (2004-05-27 09:12:50),Morizaru (2015-08-13 01:31:35),,1
78002,It's delicious and I love it,Kanyapi,"Newly drawn Newly drawn
[2015]",Fushimi-an (2021-03-02 01:17:26),Fushimi-an (2021-03-02 01:17:26),,2
74369,Looks delicious!!,Matsumoto Naohisa,"Magazine data unknown/unregistered

Notes: Serialised in ""Best Car""",Fushimi-an (2020-11-07 23:00:07),Fushimi-an (2020-11-07 23:00:07),,5
82313,Doctor Play,Miyahara ear picker,,Fushimi-an (2021-09-14 20:17:27),Fushimi-an (2021-09-14 20:17:27),,2
101180,Doctor play,Hanasaki '04,"Hinakan Hi! Comic Tenma special edition, one-shot
[August 2004]
Notes VOL.06",Fushimi-an (2024-05-04 20:22:46),Fushimi-an (2024-05-04 20:22:46),,5
55044,Doctor Syringe,Yutaka Ueda,"COMIC LO One-shot
[2013]
Notes November 2013 issue",Masuke (2017-08-26 06:47:04),Fushimi-an (2021-02-21 23:17:15),,3
70623,Hey! Shintaro,Mai Shibata,"Shonen KING serialization ended
[February 1984 - July 1984]
Notes: Issues 5, 11, 13, and 15 of 1984",Morizaru (2020-04-30 02:50:07),daisuke (2022-07-27 14:29:15),,3
5734,Oishinbo,"Akira Hanasaki
[Illustrator]

Tetsu Kariya
[Original Story]",Currently serialized in Big Comic Spirits,Mangaseek Editorial Department (2007-05-31 19:13:00),Yanako (2015-11-10 23:45:32),,2
57485,"A fairy tale about the old swamp, the hungry me and the crow",Hisanori Iwamoto,"COM Comics One-shot

Notes January 1972 issue (New Year's edition)",Morizaru (2017-12-26 23:10:28),Morizaru (2017-12-26 23:10:28),,5
53961,old dog,Mikiya Mochizuki,"Monthly Touch One-shot
[1971]
Notes September 1971 issue",Monaka (2017-07-03 22:12:26),Monaka (2017-07-03 22:12:26),,1
9192,Hey Detectives,Hitaka good,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:09:54),,4
74095,Say it's delicious.,Nanakamado Anno,"Comic Heaven serialization ended
[February 2014 - April 2015]
Notes Vol.10 - Vol.17",daisuke (2020-10-29 15:59:44),daisuke (2020-10-29 15:59:44),,4
91543,One-year boy,Shunji Sonoyama,"Weekly Shonen Magazine End of serialization
[February 1960 - March 1961]
Notes Issue 10, 1960 (March 6th issue) - Issue 15, 1961 (April 9th ​​issue)",Morizaru (2023-03-18 00:33:58),Morizaru (2023-03-18 00:33:58),,2
20174,Cornered,Morning Evening,,Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2017-07-11 21:38:24),,5
63629,Cornered,Masako Sone,Mystery Halloween One-shot story in the Halloween special edition [1989],Morizaru (2018-10-27 19:48:49),Morizaru (2022-12-18 22:47:36),,5
75300,Leave it behind,Square Ikolson,"Paradise Web Special Edition, One-shot
[December 2015]",Fushimi-an (2020-12-09 23:05:55),Fushimi-an (2020-12-09 23:05:55),,3
39846,Oedipus Message III,Moto Hagio,"Monthly Flowers One-shot
[July 2007]
Notes: Published in the September 2007 issue (on sale July 28th)",Masuke (2015-11-18 13:54:47),Masuke (2015-11-18 17:20:16),,3
95434,The Alchemist Left Behind,"Katsumi Nakayama
[Manga]

Till
[Original Story]

Ryuta Fuse
[Character Design]",,Morizaru (2023-08-15 21:50:48),daisuke (2023-11-14 16:28:37),,1
94529,Come on Picaro,Mount Fuji (rin),"COMIC X-EROS One-shot
[2017]
Notes #54",Fushimi-an (2023-07-18 23:19:09),Fushimi-an (2023-07-18 23:19:09),,5
62719,Come on! Bettabo,Tsuchida Century,Mr. Magazine serialization ended,Morizaru (2018-09-16 19:26:58),daisuke (2023-01-27 17:49:06),,1
85849,Welcome to the Science Club,Takashi Nango,YOUNG Kiss,Fushimi-an (2022-05-12 22:52:56),Fushimi-an (2022-05-12 22:52:56),,3
5131,Welcome to Tsurukamedo,Toriumi Shoko,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:09:20),,5
28365,Welcome to Tailor Abunoumaru,Hiroshi Aro,"Weekly Shonen Jump
[1981]
Notes: August 1, 1981 special edition",Mangaseek Editorial Department (2004-01-08 00:26:19),Kono (2015-07-20 10:13:09),,3
78331,Welcome to Nekonoteya!,Takara Akihito,"Manga Time Kirara Forward One-shot
[June 2009]
Notes August 2009 issue (released June 24th)",Hyakumi (2021-03-14 18:01:13),Hyakumi (2021-03-14 18:01:13),,3
13181,Beautiful young proprietress welcomes you,Jiro Kisaragi (Shunichi Muraso),Play Comic series ended,Mangaseek Editorial Department (2002-11-16 15:31:03),daisuke (2021-06-12 13:05:29),,3
35417,Animal Crossing: Happy Communication,Mako Morie,"Ciao
[2006-2007]
Notes October 2006 issue - December 2007 issue",Guest (2015-07-31 11:10:20),Kono (2015-07-31 11:49:40),,3
47048,Come to Magicado Bookstore!,"Terayama Den
[Manga]

Magica Quartet
[Original idea]","Manga Time Kirara☆Magica Serialization ended
[August 2016 - February 2017]
Notes Vol. 27 (released August 9, 2016) - Vol. 30 (released February 9, 2017)",Guest (2016-09-30 07:10:21),Hyakumi (2020-07-25 22:27:08),,3
93745,Nephew and the Otaku: An uncle who ends up being put into a group of elementary school kids,Fakkuma,,daisuke (2023-06-07 18:08:48),daisuke (2023-06-07 18:08:48),,5
42277,Oinari,Maruyama salmon roe,"Everyone's Dining Table One-shot
[February 2015]
Notes: ""Everyone's Dining Table My Lunch Box"" (No. 2)",Morizaru (2016-02-06 20:45:56),Morizaru (2016-02-06 20:45:56),,3
48585,Oinari,Fuji woodcutter,"Minna no Shokutaku One-shot
[October 2016]
Notes No. 12 (Published November 14, 2016/Released October 31)",Morizaru (2016-12-18 01:45:03),Morizaru (2016-12-18 01:45:03),,3
66595,Oinari,Shizue Takanashi,"Omoide Shokudo One-shot
[November 2017]
Notes No.37 The Heart of Miso Soup (Published December 11, 2017/Released November 27, 2017)",Morizaru (2019-06-01 21:04:22),Morizaru (2019-06-01 21:04:22),,1
64929,Oinari,Shizue Takanashi,"Everyone's Dining Table One-shot
[February 2019]
Notes No.26 Everyday Lunch Box (Published March 11, 2019/Released February 25, 2019)",Morizaru (2019-03-03 01:04:54),Morizaru (2019-03-03 01:04:54),,5
78079,Inari JK Tamamo-chan!,"Yukirei
Masterpiece","Currently serialized in ComicREX
[January 2017]
Notes: March 2017 issue onwards",daisuke (2021-03-04 14:36:32),daisuke (2021-03-04 14:36:32),,2
91996,Dog Hell,"Ken Tanaka (Yosuke Tamaru)

Tetsuyoshi Onuki
[Original work]","Weekly Shonen Magazine End of serialization
[May 1968 - May 1968]
Notes Issue 21 (May 19th issue) - Issue 24 (June 9th issue) 1968",Morizaru (2023-04-06 13:17:42),Morizaru (2023-04-06 13:17:42),,3
17558,Hey Century Egg!!,Risa Ito,"Kiss serialization ended
[1998]
Notes: Serialization began in 1998 (the first few episodes were pilot-like, and full serialization began in 1999).",Mangaseek Editorial Department (2003-11-13 08:51:32),Mangaseek Editorial Department (2015-12-13 14:21:04),,4
